#Classification,HK1-1,HK1-2,HK1-3,HK1-4,HK1-5,HK2-1,HK2-2,HK2-3,HK2-4,HK2-5,HK3-1,HK3-2,HK3-3,HK3-4,HK3-5
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_lata,8.39557E-05,8.69233E-05,9.58066E-05,0.000123943,9.13005E-05,7.33753E-05,0.000102958,0.000103519,8.51134E-05,0.000118764,0.000109243,9.36057E-05,7.32631E-05,7.03367E-05,0.000110387
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_stabilis,0.000109211,8.17531E-05,0.000107095,0.00011283,0.000100806,9.62125E-05,9.76679E-05,0.000108505,0.000107767,0.000125403,0.000105423,7.92048E-05,0.000103463,7.95915E-05,0.000131769
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_ambifaria,0.005794647,0.000110512,0.000131119,0.00015329,0.005452014,0.00950009,0.000129817,0.004618701,0.000118447,0.000143845,0.000153933,0.000122961,0.014776785,0.000105769,0.000165447
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_pyrrocinia,0.000135148,0.000104049,0.000142118,0.000136764,0.00012732,0.000112495,0.000126561,0.000134385,0.000128803,0.000150484,0.000176087,0.0001285,0.000115208,0.00011,0.000129898
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_contaminans,0.000183952,0.000156397,0.00017743,0.00020885,0.000169093,0.000153094,0.000170512,0.000197066,0.000154369,0.000173352,0.000232236,0.00014844,0.000158271,0.000136443,0.000196451
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_cenocepacia,0.000234462,0.000232657,0.000291472,0.000335642,0.000277153,0.000235139,0.000262076,0.000307233,0.000323302,0.000303181,0.000352556,0.000300757,0.000215875,0.000175842,0.000362432
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_cepacia,0.00022081,0.00066178,0.000672093,0.000268685,0.000191606,0.000281237,0.000235217,0.000224608,0.000894176,0.000252651,0.001123748,0.001226844,0.000850076,0.000265481,0.000932809
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_ubonensis,0.000238216,0.000223286,0.000228952,0.000265551,0.000241383,0.000202786,0.000260041,0.00025761,0.000216182,0.000285477,0.000249043,0.000214351,0.000197978,0.00016738,0.000283852
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_multivorans,0.000233779,0.000192588,0.000230978,0.00023022,0.000206864,0.000208707,0.000200219,0.00022532,0.002248548,0.000247856,0.000299462,0.00020272,0.000213078,0.000189063,0.000259797
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Glaciimonas|s__Glaciimonas_sp._PAMC28666,1.50165E-05,2.90821E-05,1.21567E-05,3.02021E-05,2.62645E-05,2.47404E-05,2.84865E-05,2.18434E-05,2.16829E-05,2.54495E-05,3.4759E-05,2.27091E-05,1.56593E-05,3.35818E-05,2.51244E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas|s__Herminiimonas_arsenitoxidans,2.93504E-05,4.97628E-05,2.80762E-05,4.38785E-05,4.67759E-05,3.06611E-05,2.36031E-05,3.13406E-05,4.62784E-05,4.16782E-05,3.09394E-05,2.21552E-05,2.34889E-05,4.04568E-05,3.63501E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_vibrioformis,1.16036E-05,1.26023E-05,1.33145E-05,1.68106E-05,1.47582E-05,1.31103E-05,1.30224E-05,1.1634E-05,1.39159E-05,1.84417E-05,8.40328E-06,1.55086E-05,1.2863E-05,1.58654E-05,1.41659E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_aliiformigenes,1.50165E-05,1.32485E-05,9.84116E-06,1.82352E-05,1.47582E-05,1.09957E-05,1.09876E-05,1.42457E-05,1.16505E-05,1.1065E-05,1.71885E-05,1.10776E-05,1.73371E-05,2.27404E-05,1.36313E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,1.70642E-05,1.64799E-05,1.47617E-05,1.88051E-05,1.75097E-05,1.56478E-05,1.50571E-05,1.06843E-05,2.13593E-05,2.28677E-05,1.29869E-05,1.27392E-05,1.34223E-05,1.87741E-05,1.49677E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|s__Noviherbaspirillum_sp._UKPF54,0.00016757,0.000208422,0.000171062,0.000287775,0.000226375,0.000219703,0.000187197,0.000174035,0.000259547,0.000232734,0.000163482,0.000176688,0.000203012,0.000332909,0.000266211
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_pratensis,0.000126957,0.000147996,0.000121278,0.000186626,0.000168343,0.000141253,0.000121271,0.00012655,0.000167314,0.000154541,0.000128723,0.00011853,0.000130308,0.000173726,0.00017988
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_arenae,0.000150165,0.000187741,0.000125619,0.000212554,0.000211367,0.000154997,0.000157896,0.000138184,0.000209709,0.000177409,0.000153169,0.000140132,0.000160508,0.000200169,0.00021329
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_fungivorans,0.000192142,0.000233303,0.000167589,0.000262416,0.000262645,0.000190945,0.000227485,0.000187806,0.000250162,0.000226833,0.000206644,0.000186104,0.000192945,0.000290602,0.000281714
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_parvum,3.27632E-05,5.07322E-05,2.86551E-05,5.10017E-05,4.32739E-05,3.76392E-05,4.11019E-05,3.44272E-05,4.85438E-05,5.01614E-05,2.63557E-05,3.26789E-05,4.64186E-05,5.07693E-05,5.55943E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_sp._20NA77.5,2.11596E-05,3.23135E-05,1.41828E-05,2.62131E-05,2.3513E-05,1.64936E-05,2.07544E-05,1.75697E-05,3.94823E-05,2.10235E-05,2.13902E-05,1.66164E-05,1.90149E-05,2.30049E-05,2.0046E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_sp._KW1,0.000561411,0.002107809,0.000395962,0.001538028,0.00083171,0.0007014,0.001048302,0.000723208,0.00251295,0.000976671,0.000855989,0.00059819,0.000867413,0.001111901,0.000914099
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_sp._YM2,0.000792118,0.002640335,0.000475559,0.001921822,0.001119619,0.000898054,0.001285961,0.000926922,0.003082854,0.001289811,0.001060723,0.000745522,0.001086643,0.001467551,0.001196615
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_hiltneri,0.000146752,0.000176432,0.000135461,0.000188051,0.000193107,0.000130468,0.000142432,0.000124888,0.000184143,0.000158598,0.000122612,0.000141793,0.000149323,0.000184832,0.000208746
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_frisingense,0.000168935,0.000211007,0.000169326,0.000255863,0.000254391,0.000189676,0.00015871,0.000178072,0.000226538,0.000206547,0.000189838,0.000170041,0.000177286,0.000214183,0.000247234
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_rubrisubalbicans,0.000197603,0.000253015,0.000206375,0.000336212,0.000302167,0.000235562,0.000202661,0.000209412,0.000252751,0.000244905,0.000223833,0.000212136,0.000220908,0.00025226,0.000358156
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_huttiense,0.000208865,0.000231041,0.000191613,0.000278942,0.000250889,0.000213994,0.000192487,0.000177122,0.000274758,0.000247487,0.000199387,0.000196073,0.000220908,0.000248823,0.000301225
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_seropedicae,0.000281217,0.000247844,0.000202033,0.000309429,0.000292662,0.000222452,0.000290969,0.00021511,0.000275081,0.000258921,0.000214666,0.000278048,0.00021923,0.00034851,0.000300156
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_robiniae,0.00021808,0.000252368,0.00023503,0.000321681,0.000301667,0.000226681,0.000185976,0.000239091,0.000505179,0.000306132,0.000202061,0.000219336,0.000216993,0.000255698,0.000360294
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_sp._meg3,7.84951E-05,9.59711E-05,6.65725E-05,0.000111406,0.000115064,8.16221E-05,8.13899E-05,7.36029E-05,0.000107444,9.62656E-05,9.54918E-05,7.58815E-05,8.44484E-05,0.000120313,0.000107714
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_sp._WKF16,0.000177809,0.000240089,0.000191324,0.000295753,0.000276653,0.000229218,0.000196964,0.000212261,0.000266667,0.000218349,0.000205498,0.000200504,0.000191826,0.000254904,0.000333031
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_tructae,7.30346E-05,0.000107604,6.74409E-05,0.000107132,0.00012582,8.47939E-05,8.0576E-05,8.52369E-05,0.000107767,9.70032E-05,8.63246E-05,8.03126E-05,8.44484E-05,0.000135914,0.000133373
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_rivuli,7.37172E-05,7.88449E-05,4.97847E-05,8.7757E-05,0.00012632,6.19567E-05,8.9122E-05,6.60052E-05,0.000120389,9.70032E-05,8.40328E-05,8.58514E-05,7.55002E-05,0.000113702,9.99629E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_svalbardensis,8.05428E-05,0.000106635,7.64137E-05,0.000127362,0.000120817,7.2318E-05,7.65065E-05,6.98041E-05,9.19096E-05,9.95851E-05,7.71574E-05,7.75432E-05,9.06002E-05,0.000112116,0.000126958
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_lividum,0.000184634,0.000208099,0.000127935,0.000236488,0.000251639,0.000152883,0.000151792,0.000158128,0.000202266,0.00020249,0.000129487,0.000150101,0.000159389,0.000257549,0.000261133
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_agaricidamnosum,0.000631374,0.00083078,0.000469192,0.000948802,0.001080597,0.000546614,0.000739835,0.000547273,0.000951458,0.000908806,0.00065813,0.000523416,0.000592257,0.001039978,0.000851021
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._B9-8,1.02385E-05,1.84187E-05,1.09989E-05,1.28216E-05,1.95108E-05,1.35332E-05,1.05807E-05,1.09217E-05,1.90939E-05,1.62287E-05,1.56607E-05,1.16315E-05,1.11852E-05,1.79808E-05,1.76405E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._HH102,5.97246E-05,9.01546E-05,5.41264E-05,8.7757E-05,0.000105558,6.42827E-05,7.73204E-05,5.55583E-05,7.63756E-05,7.5242E-05,7.79213E-05,6.03729E-05,4.64186E-05,0.00011714,0.000115465
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._Marseille,5.08512E-05,6.49501E-05,4.22591E-05,9.20309E-05,7.6042E-05,6.08994E-05,6.55189E-05,3.89383E-05,9.15859E-05,7.41355E-05,5.50033E-05,3.98793E-05,5.31298E-05,9.43992E-05,7.85805E-05
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._LM6,8.70272E-05,0.000114067,7.55454E-05,0.000127077,0.000135325,9.47324E-05,8.74942E-05,7.88263E-05,0.000122007,9.03642E-05,6.91361E-05,8.86208E-05,7.9415E-05,0.000141467,0.000126156
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._PAMC25594,9.38529E-05,9.04778E-05,7.4677E-05,0.00011625,0.000114813,8.16221E-05,9.92957E-05,7.38403E-05,0.000126537,0.000110281,9.77836E-05,7.08966E-05,8.05335E-05,0.000140145,0.000112258
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._17J80-10,9.82896E-05,0.000142826,8.85704E-05,0.000166966,0.000151334,0.000116512,0.000112318,8.64241E-05,0.000147249,0.000134255,0.000111534,9.24979E-05,0.000100667,0.000173462,0.000142995
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._1_2014MBL_MicDiv,0.000195897,0.000225225,0.000179456,0.000276948,0.000328932,0.000192002,0.000214056,0.000176647,0.000231068,0.000260396,0.000172649,0.000181673,0.000182319,0.000285842,0.000311382
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._J1-1,0.000292138,0.000354156,0.000257028,0.000438785,0.000456002,0.000272144,0.000317421,0.000264496,0.000410357,0.000375841,0.00028342,0.000275832,0.000266767,0.00042202,0.000468275
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Rugamonas|s__Rugamonas_sp._DEMB1,0.00084058,0.001238899,0.000769926,0.00141494,0.001468562,0.000861261,0.000955111,0.000783515,0.001264404,0.001239281,0.000815118,0.00082085,0.000787998,0.001301493,0.001405094
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_dendranthematis,0.001124528,0.002591219,0.000761243,0.002624448,0.002056137,0.001339363,0.001210675,0.001226319,0.00202201,0.002828953,0.001131005,0.001491598,0.001229255,0.002331952,0.001523766
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Telluria|s__Telluria_mixta,0.004113145,0.001998589,0.001154889,0.001439728,0.001783986,0.001515718,0.001762906,0.003037901,0.003057611,0.00193822,0.001208163,0.00162176,0.002432225,0.004645659,0.004394091
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_albidiflava,0.000709869,0.000713482,0.000536922,0.000873581,0.00092226,0.000593134,0.000645422,0.000502874,0.000776701,0.000707792,0.000506871,0.00056108,0.000588342,0.000987887,0.001041859
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_lutea,0.000524552,0.000567102,0.000376858,0.000663591,0.000684128,0.000433062,0.000489967,0.000401967,0.000604856,0.000603412,0.000413671,0.000439227,0.000455238,0.000849064,0.000758542
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_umbonata,0.000616357,0.000597153,0.000433011,0.000721716,0.000786185,0.000491213,0.000561591,0.000469871,0.000687704,0.000704841,0.000497321,0.00049683,0.000513961,0.000885555,0.000860376
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_sp._SL102,0.0004894,0.000510553,0.000389015,0.000619143,0.000717897,0.00039204,0.000506245,0.000355668,0.000575082,0.000570217,0.000409469,0.000401009,0.00043846,0.000882117,0.000746782
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_armeniaca,0.001013611,0.000918349,0.000655016,0.001090125,0.001303971,0.000696959,0.001755581,0.000595946,0.000948869,0.001101706,0.000954918,0.000794264,0.000699076,0.002042144,0.00133373
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_chitinolytica,0.00086174,0.000701526,0.000523897,0.00082201,0.001005806,0.000539636,0.001201723,0.000483167,0.000737542,0.00083799,0.00075324,0.000646932,0.000596172,0.001679883,0.001002035
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_flava,0.000728981,0.000685369,0.000493216,0.000881844,0.000928013,0.000563319,0.0007671,0.000535877,0.000752752,0.0008284,0.000562256,0.00056385,0.000602883,0.001157911,0.001027693
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_plicata,0.001916305,0.000601354,0.000431274,0.000739097,0.000803944,0.000489521,0.001613556,0.000599982,0.000616506,0.001830521,0.000650872,0.001141546,0.000808132,0.004275466,0.000938155
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_antarctica,0.000305107,0.000359649,0.000217084,0.000390063,0.000458754,0.000256285,0.000383347,0.000253574,0.000375405,0.000349654,0.000273871,0.00021989,0.000270682,0.000474905,0.000412681
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_oculi,0.000569602,0.000469515,0.000321285,0.000547342,0.000553556,0.000362013,0.000422821,0.000320529,0.000526215,0.000477639,0.000354848,0.00031128,0.000356808,0.000709713,0.00056022
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_violaceinigra,0.000724203,0.000839828,0.000571945,0.000998379,0.001092354,0.000596518,0.000827329,0.000604256,0.000923303,0.000863439,0.000671499,0.00061536,0.000591139,0.001052671,0.000970763
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_forsythiae,0.001342949,0.000755489,0.000666883,0.000825714,0.000864728,0.000652342,0.000651527,0.000646044,0.000866021,0.00078746,0.000668825,0.000603175,0.000706346,0.00154397,0.001347895
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_varians,0.001523147,0.000860185,0.000548789,0.000903214,0.000899247,0.00062443,0.000715825,0.000609005,0.000828804,0.000838359,0.000646671,0.000633085,0.000713057,0.001237238,0.001192071
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_putida,0.003931241,0.00132356,0.000821737,0.001115768,0.001220925,0.000926178,0.000999062,0.001250775,0.001410359,0.001196865,0.000942695,0.000923318,0.0014675,0.00311068,0.003432951
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._Se16.2.3,0.000297599,0.000225871,0.000151959,0.000263556,0.00036145,0.000183967,0.000209172,0.000117052,0.000348221,0.000172614,0.000297171,0.00014844,0.000298086,0.000949281,0.000195917
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._Dwa41.01b,0.000491448,0.000268848,0.000361807,0.000335927,0.000501777,0.000286523,0.000266552,0.000304859,0.00032492,0.000492762,0.000196331,0.000294664,0.000229297,0.001088368,0.000512644
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._NR_4-1,0.000378483,0.000596507,0.000275263,0.000688665,0.000855223,0.000376815,0.000582752,0.000317205,0.000617153,0.000491655,0.00044843,0.00041264,0.000417208,0.000812838,0.000702146
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._MB5,0.000429334,0.000532849,0.00024545,0.00066758,0.000839464,0.000359898,0.000581124,0.000318629,0.000574435,0.000600092,0.000504579,0.000312388,0.000323253,0.000804377,0.000731547
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._erpn,0.000340601,0.000545452,0.000252976,0.000679262,0.00086848,0.000366876,0.000576648,0.000310794,0.000655017,0.000561365,0.00048548,0.000322358,0.000352893,0.000781372,0.000664994
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._PAMC28688,0.000373364,0.000466284,0.000301024,0.000558169,0.000540299,0.000321836,0.000405322,0.000283965,0.000448868,0.000430429,0.000336131,0.000286356,0.000329964,0.000534929,0.000540441
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._NP310,0.000646049,0.000512492,0.000413908,0.0005727,0.000592828,0.000416146,0.000486305,0.000409327,0.000544014,0.000561734,0.000412525,0.00046969,0.000430071,0.000760747,0.00066633
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._R2A-15,0.000525917,0.000606524,0.000379463,0.000670715,0.000718897,0.000423758,0.000551417,0.000373238,0.000612623,0.000559521,0.000437735,0.000389931,0.000382534,0.000789569,0.000688515
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._H6,0.000489741,0.000348016,0.000208401,0.000366414,0.000424985,0.000237254,0.000315793,0.000245026,0.000356635,0.000340433,0.000300226,0.000233183,0.000262293,0.000592573,0.000428451
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._REN29,0.00058257,0.000499243,0.00037078,0.000510871,0.000555807,0.000378718,0.000419972,0.000371576,0.000519095,0.000499401,0.000345298,0.000379962,0.000441257,0.000666876,0.00062116
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._YMA4,0.000996206,0.001005919,0.000726509,0.001236576,0.001474565,0.000784502,0.001594022,0.000638446,0.001042397,0.001199078,0.000967905,0.000835805,0.00078688,0.00198873,0.001440107
d__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_sp._DM-R-R2A-13,0.000737513,0.001169425,0.000533449,0.001450555,0.001624898,0.000724237,0.000940054,0.000732943,0.001274436,0.001054495,0.001153159,0.000645824,0.000810369,0.001310748,0.001391462
