Classification,Water,WT,dagr,Phylum,color
Candidatus_Blochmannia_herculeanus,3.01523E-06,9.18548E-07,3.53045E-06,nosig,#EAEAEA
Candidatus_Blochmannia_vafer,1.88267E-06,1.1758E-06,2.03311E-06,nosig,#EAEAEA
Candidatus_Blochmannia_vicinus,2.6697E-06,2.28306E-06,3.54507E-06,nosig,#EAEAEA
Candidatus_Blochmannia_ocreatus,3.4256E-06,2.47658E-06,2.84051E-06,nosig,#EAEAEA
Blochmannia_endosymbiont_of_Colobopsis_nipponica,2.64865E-06,1.41077E-06,1.99119E-06,nosig,#EAEAEA
Blochmannia_endosymbiont_of_Camponotus_sp_,5.49689E-06,5.38359E-06,5.68425E-06,nosig,#EAEAEA
Blochmannia_endosymbiont_of_Camponotus_nipponensis,1.91358E-06,1.54899E-06,2.76558E-06,nosig,#EAEAEA
Shigella_dysenteriae,2.19028E-06,2.17056E-06,0,nosig,#EAEAEA
Shigella_flexneri,8.26549E-05,8.66107E-05,9.43189E-05,nosig,#EAEAEA
Kosakonia_pseudosacchari,5.78125E-06,6.92651E-06,6.73459E-06,nosig,#EAEAEA
Kosakonia_oryzendophytica,6.45615E-06,6.52889E-06,5.47536E-06,nosig,#EAEAEA
Kosakonia_radicincitans,9.93177E-06,8.9742E-06,9.27889E-06,nosig,#EAEAEA
Kosakonia_arachidis,6.74511E-06,6.54313E-06,6.24205E-06,nosig,#EAEAEA
Kosakonia_sacchari,1.36284E-05,0.000013522,1.57363E-05,nosig,#EAEAEA
Kosakonia_cowanii,2.36026E-05,2.75256E-05,2.49023E-05,nosig,#EAEAEA
Kosakonia_sp__CCTCC_M2018092,7.56001E-06,8.0488E-06,6.46949E-06,nosig,#EAEAEA
Kosakonia_sp__ML_JS2a,8.36416E-06,1.10094E-05,9.4508E-06,nosig,#EAEAEA
Kosakonia_sp__MUSA4,1.52691E-05,1.26164E-05,1.39163E-05,nosig,#EAEAEA
Leclercia_sp__G3L,2.31949E-06,4.89978E-06,3.83079E-06,nosig,#EAEAEA
Leclercia_sp__W6,1.59231E-06,3.26702E-06,2.42744E-06,nosig,#EAEAEA
Leclercia_pneumoniae,1.05025E-05,1.01987E-05,8.70452E-06,nosig,#EAEAEA
Leclercia_adecarboxylata,0.000056625,5.81669E-05,5.06724E-05,nosig,#EAEAEA
Leclercia_sp__Colony189,8.59094E-06,8.22792E-06,5.11836E-06,nosig,#EAEAEA
Leclercia_sp__W17,4.86899E-06,2.22748E-06,6.69508E-06,nosig,#EAEAEA
Leclercia_sp__119287,2.37739E-06,3.80922E-06,1.01567E-06,nosig,#EAEAEA
Leclercia_sp__J807,3.08147E-06,1.98102E-06,1.95548E-06,nosig,#EAEAEA
Leclercia_sp__29361,1.34861E-05,1.29262E-05,1.38918E-05,nosig,#EAEAEA
Cronobacter_muytjensii,1.25679E-05,8.80828E-06,1.33958E-05,nosig,#EAEAEA
Cronobacter_sp__JZ38,3.80537E-06,0.000005342,3.72117E-06,nosig,#EAEAEA
Cronobacter_malonaticus,7.89966E-06,7.39916E-06,5.92175E-06,nosig,#EAEAEA
Cronobacter_universalis,8.71918E-06,1.12231E-05,9.08982E-06,nosig,#EAEAEA
Cronobacter_condimenti,8.26276E-06,1.00416E-05,7.25875E-06,nosig,#EAEAEA
Cronobacter_dublinensis,2.37764E-05,2.63162E-05,2.74111E-05,nosig,#EAEAEA
Cronobacter_sakazakii,4.5131E-05,4.20038E-05,4.2744E-05,nosig,#EAEAEA
Citrobacter_sp__FDAARGOS_156,0,1.10033E-06,1.45148E-06,nosig,#EAEAEA
Citrobacter_freundii_complex_sp__CFNIH2,6.00332E-07,1.70709E-06,1.17204E-06,nosig,#EAEAEA
Citrobacter_cronae,4.63684E-06,5.49247E-06,9.21839E-06,nosig,#EAEAEA
Citrobacter_arsenatis,3.57453E-06,2.84534E-06,2.07889E-06,nosig,#EAEAEA
Citrobacter_pasteurii,4.42223E-06,5.20634E-06,4.31434E-06,nosig,#EAEAEA
Citrobacter_tructae,4.57679E-06,5.28102E-06,5.66113E-06,nosig,#EAEAEA
Citrobacter_koseri,8.75075E-06,6.39E-06,7.03247E-06,nosig,#EAEAEA
Citrobacter_rodentium,1.61274E-05,1.44891E-05,1.84206E-05,nosig,#EAEAEA
Citrobacter_farmeri,8.51443E-06,8.54926E-06,9.13288E-06,nosig,#EAEAEA
Citrobacter_amalonaticus,2.81941E-05,2.46754E-05,2.56384E-05,nosig,#EAEAEA
Citrobacter_sp__R56,6.7613E-06,5.13851E-06,6.836E-06,nosig,#EAEAEA
Citrobacter_sp__S171,0.000013588,1.37865E-05,1.35684E-05,nosig,#EAEAEA
Citrobacter_sedlakii,4.39147E-06,5.0131E-06,1.7106E-06,nosig,#EAEAEA
Citrobacter_werkmanii,8.22651E-06,1.07548E-05,8.9062E-06,nosig,#EAEAEA
Citrobacter_portucalensis,1.68801E-05,2.05003E-05,1.94814E-05,nosig,#EAEAEA
Citrobacter_braakii,8.89064E-05,8.92958E-05,0.000102651,nosig,#EAEAEA
Citrobacter_freundii,8.82416E-05,9.40826E-05,9.40635E-05,nosig,#EAEAEA
Enterobacter_sp__JBIWA003,1.17714E-06,1.90675E-06,4.27648E-07,nosig,#EAEAEA
Enterobacter_sp__E20,5.83188E-06,1.39787E-05,3.19022E-06,nosig,#EAEAEA
Enterobacter_sp__Colony194,1.33675E-06,1.75507E-06,5.3456E-07,nosig,#EAEAEA
Enterobacter_sp__SGAir0187,1.95822E-06,2.03081E-06,1.71098E-06,nosig,#EAEAEA
Enterobacter_pseudoroggenkampii,4.58872E-06,2.43261E-06,3.39817E-06,nosig,#EAEAEA
Enterobacter_soli,3.80671E-06,3.95523E-06,3.15527E-06,nosig,#EAEAEA
Enterobacter_oligotrophicus,5.21727E-06,6.21186E-06,6.69237E-06,nosig,#EAEAEA
Enterobacter_bugandensis,1.73264E-05,1.77864E-05,1.47157E-05,nosig,#EAEAEA
Enterobacter_huaxiensis,1.12584E-05,1.21751E-05,1.06186E-05,nosig,#EAEAEA
Enterobacter_mori,3.2127E-05,2.78325E-05,3.52086E-05,nosig,#EAEAEA
Enterobacter_sp__638,1.19579E-06,9.44592E-07,5.3456E-07,nosig,#EAEAEA
Enterobacter_sp__CP102,3.39297E-06,3.96058E-06,3.52441E-06,nosig,#EAEAEA
Enterobacter_sp__E76,5.85284E-06,3.27595E-06,3.13953E-06,nosig,#EAEAEA
Enterobacter_sp__JBIWA005,9.64689E-06,8.43857E-06,1.11186E-05,nosig,#EAEAEA
Enterobacter_sp__T2,2.73224E-05,1.97822E-05,1.79683E-05,nosig,#EAEAEA
Enterobacter_sp__C2,8.26932E-06,7.88465E-06,8.43743E-06,nosig,#EAEAEA
Enterobacter_sp__SA187,1.57769E-05,1.37712E-05,1.41958E-05,nosig,#EAEAEA
Enterobacter_chuandaensis,4.59204E-06,2.61219E-06,1.29427E-06,nosig,#EAEAEA
Enterobacter_chengduensis,8.5039E-06,1.18423E-05,8.03345E-06,nosig,#EAEAEA
Enterobacter_sichuanensis,4.90433E-06,5.23893E-06,6.40086E-06,nosig,#EAEAEA
Enterobacter_kobei,5.54178E-05,6.38128E-05,0.000108286,nosig,#EAEAEA
Enterobacter_ludwigii,2.7668E-05,2.48425E-05,3.22336E-05,nosig,#EAEAEA
Enterobacter_roggenkampii,2.40395E-05,2.80085E-05,2.18844E-05,nosig,#EAEAEA
Enterobacter_asburiae,6.28728E-05,6.72846E-05,5.943E-05,nosig,#EAEAEA
Enterobacter_hormaechei,0.00030488,0.000350215,0.000317225,nosig,#EAEAEA
Enterobacter_cloacae,6.42721E-05,6.49562E-05,7.40329E-05,nosig,#EAEAEA
Enterobacter_cloacae_complex_sp__R_G8,9.55592E-07,1.64497E-06,0,nosig,#EAEAEA
Enterobacter_sp__BIDMC_29,2.34515E-06,1.34892E-06,2.24475E-06,nosig,#EAEAEA
Enterobacter_cloacae_complex_sp__ECL72,0.000105018,4.97036E-05,4.80417E-05,nosig,#EAEAEA
Enterobacter_cloacae_complex_sp_,2.43238E-05,1.97559E-05,2.27954E-05,nosig,#EAEAEA
Escherichia_sp__E4742,4.41764E-06,4.60533E-06,4.33107E-06,nosig,#EAEAEA
Escherichia_fergusonii,1.01822E-05,8.27633E-06,8.28738E-06,nosig,#EAEAEA
Escherichia_albertii,1.28789E-05,1.12432E-05,1.27552E-05,nosig,#EAEAEA
Escherichia_coli,0.004260235,0.002697171,0.003835925,nosig,#EAEAEA
Raoultella_ornithinolytica,4.83255E-05,4.00557E-05,5.31033E-05,nosig,#EAEAEA
Raoultella_electrica,7.76194E-06,8.79273E-06,7.57508E-06,nosig,#EAEAEA
Raoultella_planticola,1.58394E-05,1.51267E-05,1.46329E-05,nosig,#EAEAEA
Raoultella_sp__HC6,1.35342E-05,1.58208E-05,1.48651E-05,nosig,#EAEAEA
Raoultella_terrigena,2.3858E-05,1.92833E-05,1.94321E-05,nosig,#EAEAEA
Klebsiella_pasteurii,0,2.01381E-06,0,nosig,#EAEAEA
Klebsiella_sp__A52,9.19898E-07,1.17203E-06,5.5926E-07,nosig,#EAEAEA
Klebsiella_quasivariicola,8.54065E-06,9.67721E-06,8.60485E-06,nosig,#EAEAEA
Klebsiella_africana,1.17447E-05,8.9887E-06,1.09161E-05,nosig,#EAEAEA
Klebsiella_grimontii,1.76474E-05,1.08308E-05,1.15886E-05,nosig,#EAEAEA
Klebsiella_michiganensis,4.28604E-05,4.33356E-05,3.70098E-05,nosig,#EAEAEA
Klebsiella_huaxiensis,2.46428E-05,2.32205E-05,2.33067E-05,nosig,#EAEAEA
Klebsiella_variicola,4.41572E-05,3.65391E-05,3.5362E-05,nosig,#EAEAEA
Klebsiella_aerogenes,3.43321E-05,2.8753E-05,3.12939E-05,nosig,#EAEAEA
Klebsiella_sp__CTHL_F3a,2.51758E-05,2.58984E-05,2.65622E-05,nosig,#EAEAEA
Klebsiella_oxytoca,3.91249E-05,3.93601E-05,3.68289E-05,nosig,#EAEAEA
Klebsiella_quasipneumoniae,0.000102581,9.88489E-05,9.87996E-05,nosig,#EAEAEA
Klebsiella_pneumoniae,0.000951353,0.000864709,0.001062829,nosig,#EAEAEA
Salmonella_bongori,8.39504E-06,7.40634E-06,6.02666E-06,nosig,#EAEAEA
Salmonella_enterica,0.002298132,0.00202673,0.002115199,nosig,#EAEAEA
Marinobacter_psychrophilus,5.14205E-06,4.90741E-06,3.72168E-06,nosig,#EAEAEA
Marinobacter_adhaerens,1.36638E-05,1.32426E-05,1.68408E-05,nosig,#EAEAEA
Marinobacter_shengliensis,9.87993E-06,1.05006E-05,9.22759E-06,nosig,#EAEAEA
Marinobacter_similis,1.1965E-05,1.2754E-05,1.30163E-05,nosig,#EAEAEA
Marinobacter_salsuginis,1.43007E-05,1.48572E-05,1.21424E-05,nosig,#EAEAEA
Marinobacter_salinus,1.32624E-05,1.44234E-05,1.07372E-05,nosig,#EAEAEA
Marinobacter_salarius,2.27441E-05,2.00791E-05,1.85545E-05,nosig,#EAEAEA
Marinobacter_nauticus,2.65761E-05,2.92112E-05,2.88321E-05,nosig,#EAEAEA
Marinobacter_fonticola,2.27608E-05,2.43195E-05,2.04913E-05,nosig,#EAEAEA
Marinobacter_sp__M3C,2.11528E-05,2.24306E-05,1.98539E-05,nosig,#EAEAEA
Marinobacter_sp__CP1,1.00397E-05,8.28502E-06,1.12356E-05,nosig,#EAEAEA
Marinobacter_sp__BSs20148,5.37078E-06,5.59384E-06,4.58158E-06,nosig,#EAEAEA
Marinobacter_sp__JH2,7.77323E-06,7.82903E-06,8.46503E-06,nosig,#EAEAEA
Marinobacter_sp__LA51,8.37263E-06,8.92812E-06,7.18464E-06,nosig,#EAEAEA
Marinobacter_sp__LQ44,1.75674E-05,1.85988E-05,1.85596E-05,nosig,#EAEAEA
Marinobacter_sp__es_042,1.48695E-05,0.000016412,1.48482E-05,nosig,#EAEAEA
Marinobacter_sp_,1.25469E-05,1.17028E-05,1.09843E-05,nosig,#EAEAEA
Marinobacter_sp__LPB0319,1.20258E-05,1.41387E-05,1.26532E-05,nosig,#EAEAEA
Marinobacter_sp__AN1,2.10552E-05,2.24323E-05,1.97548E-05,nosig,#EAEAEA
Marinobacter_sp__CA1,2.13685E-05,0.000022195,1.93464E-05,nosig,#EAEAEA
Denitrificimonas_caeni,4.17531E-06,4.25664E-06,2.51112E-06,nosig,#EAEAEA
Thiopseudomonas_alkaliphila,6.29452E-06,7.27046E-06,5.8111E-06,nosig,#EAEAEA
Entomomonas_moraniae,2.64121E-06,3.04348E-06,3.60668E-06,nosig,#EAEAEA
Entomomonas_sp__E2T0,4.60314E-06,3.48859E-06,3.62609E-06,nosig,#EAEAEA
Entomomonas_asaccharolytica,4.95642E-06,4.29755E-06,4.13957E-06,nosig,#EAEAEA
Permianibacter_aggregans,3.04783E-05,2.88741E-05,3.5714E-05,nosig,#EAEAEA
Azotobacter_salinestris,5.11699E-05,5.26263E-05,4.8707E-05,nosig,#EAEAEA
Azotobacter_vinelandii,9.32633E-05,4.95596E-05,0.000141792,nosig,#EAEAEA
Azotobacter_chroococcum,0.000109527,0.000111899,0.000111644,nosig,#EAEAEA
Halopseudomonas_salegens,1.94075E-05,2.4397E-05,1.84562E-05,nosig,#EAEAEA
Halopseudomonas_nanhaiensis,2.13347E-05,2.36468E-05,1.958E-05,nosig,#EAEAEA
Halopseudomonas_litoralis,2.38026E-05,2.48405E-05,2.05549E-05,nosig,#EAEAEA
Halopseudomonas_xinjiangensis,2.85595E-05,2.42247E-05,2.24831E-05,nosig,#EAEAEA
Halopseudomonas_sabulinigri,3.2682E-05,2.95306E-05,2.79981E-05,nosig,#EAEAEA
Halopseudomonas_sp__SMJS2,2.07158E-05,2.30772E-05,2.05628E-05,nosig,#EAEAEA
Halopseudomonas_sp__RR6,2.50769E-05,2.67792E-05,2.47448E-05,nosig,#EAEAEA
Stutzerimonas_xanthomarina,1.67683E-05,1.99458E-05,1.98107E-05,nosig,#EAEAEA
Stutzerimonas_decontaminans,2.69873E-05,0.000028687,2.37821E-05,nosig,#EAEAEA
Stutzerimonas_sp__R40042,2.08298E-05,1.90996E-05,2.45066E-05,nosig,#EAEAEA
Stutzerimonas_degradans,1.78788E-05,2.09962E-05,1.86983E-05,nosig,#EAEAEA
Stutzerimonas_frequens,6.09996E-05,7.15287E-05,6.43234E-05,nosig,#EAEAEA
Stutzerimonas_balearica,7.92313E-05,9.66603E-05,8.39429E-05,nosig,#EAEAEA
Stutzerimonas_chloritidismutans,1.32402E-05,1.17816E-05,1.18018E-05,nosig,#EAEAEA
Stutzerimonas_kunmingensis,1.64515E-05,1.29805E-05,1.50151E-05,nosig,#EAEAEA
Stutzerimonas_stutzeri,0.000422925,0.000385551,0.00039609,nosig,#EAEAEA
Pseudomonas_sp__43A,0,0,0.000292252,nosig,#EAEAEA
Pseudomonas_shahriarae,0,3.07862E-06,3.29086E-06,nosig,#EAEAEA
Pseudomonas_taiwanensis,0,4.32745E-06,0,nosig,#EAEAEA
Pseudomonas_sp__13159349,0,1.00115E-05,1.72004E-05,nosig,#EAEAEA
Pseudomonas_sp__IsoF,0,1.27984E-05,3.9386E-06,nosig,#EAEAEA
Pseudomonas_sp__YeP6b,0,3.82893E-06,0,nosig,#EAEAEA
Pseudomonas_sp__MIL9,0,2.2708E-06,1.00481E-06,nosig,#EAEAEA
Pseudomonas_sp__FP833,0,3.10839E-05,2.12596E-05,nosig,#EAEAEA
Pseudomonas_sp__FP2034,0,9.47158E-06,4.20588E-06,nosig,#EAEAEA
Pseudomonas_sp__FP2300,7.00388E-07,3.13688E-06,4.39915E-06,nosig,#EAEAEA
Pseudomonas_sp__B111,1.04558E-05,3.93574E-05,0,nosig,#EAEAEA
Pseudomonas_sp__TMW_2_1634,4.5588E-07,2.57908E-06,0,nosig,#EAEAEA
Pseudomonas_sp__So3_2b,9.68746E-07,3.49345E-06,9.51926E-07,nosig,#EAEAEA
Pseudomonas_sp__FP818,2.07226E-06,5.04437E-06,1.85097E-06,nosig,#EAEAEA
Pseudomonas_sp__G11,3.4605E-06,8.43922E-06,5.14754E-06,nosig,#EAEAEA
Pseudomonas_sp__IB20,4.74548E-06,2.13686E-06,5.38445E-06,nosig,#EAEAEA
Pseudomonas_sp__HN2,4.28007E-06,6.7061E-06,6.11245E-06,nosig,#EAEAEA
Pseudomonas_rhizophila,2.19732E-06,5.12955E-06,1.58654E-06,nosig,#EAEAEA
Pseudomonas_ficuserectae,2.24869E-06,7.0032E-06,2.75118E-06,nosig,#EAEAEA
Pseudomonas_shirazica,9.12367E-06,1.698E-05,1.45249E-05,nosig,#EAEAEA
Pseudomonas_sp__SWI6,6.86664E-06,9.60402E-06,8.9904E-07,nosig,#EAEAEA
Pseudomonas_sp__SWI7,1.48642E-06,5.28019E-06,6.65428E-06,nosig,#EAEAEA
Pseudomonas_sp__OVF7,2.84881E-06,2.48959E-06,7.20615E-06,nosig,#EAEAEA
Pseudomonas_sp__LH1G9,2.91915E-06,3.64451E-06,2.65566E-06,nosig,#EAEAEA
Pseudomonas_sp__VLB120,5.49292E-06,1.11851E-05,5.84932E-06,nosig,#EAEAEA
Pseudomonas_sp__FP2294,3.39003E-06,3.90179E-06,2.97926E-06,nosig,#EAEAEA
Pseudomonas_sp__HD6515,1.51051E-05,9.33982E-06,2.85578E-06,nosig,#EAEAEA
Pseudomonas_sp__SG20052,2.93805E-06,5.56007E-06,7.71482E-06,nosig,#EAEAEA
Pseudomonas_sp__Os17,5.75539E-06,1.10143E-05,7.54194E-06,nosig,#EAEAEA
Pseudomonas_sp__P13,2.32658E-06,6.03942E-06,0,nosig,#EAEAEA
Pseudomonas_sp__T8,6.36437E-06,7.38915E-06,4.57665E-06,nosig,#EAEAEA
Pseudomonas_sp__DTU12_1,3.13335E-06,8.76226E-06,6.20171E-06,nosig,#EAEAEA
Pseudomonas_sp__J380,2.8785E-06,5.63654E-06,4.3044E-06,nosig,#EAEAEA
Pseudomonas_sp__MPDS,5.55987E-06,5.43081E-06,7.35141E-06,nosig,#EAEAEA
Pseudomonas_sp__S49,5.35376E-06,1.12653E-05,7.92821E-06,nosig,#EAEAEA
Pseudomonas_sp__FP1154,6.52837E-06,8.00252E-06,3.56691E-06,nosig,#EAEAEA
Candidatus_Pseudomonas_adelgestsugas,1.73418E-06,3.18325E-06,1.49655E-06,nosig,#EAEAEA
Pseudomonas_bijieensis,7.27392E-06,1.18475E-05,1.86367E-05,nosig,#EAEAEA
Pseudomonas_serbica,1.10456E-06,1.37994E-06,1.38906E-06,nosig,#EAEAEA
Pseudomonas_quebecensis,3.56966E-06,5.66347E-06,4.69725E-06,nosig,#EAEAEA
Pseudomonas_oryziphila,4.59656E-06,1.26731E-05,8.21915E-06,nosig,#EAEAEA
Pseudomonas_soli,1.09422E-05,2.07143E-05,2.22569E-05,nosig,#EAEAEA
Pseudomonas_germanica,3.35552E-06,4.6771E-06,4.83391E-06,nosig,#EAEAEA
Pseudomonas_iranensis,4.74984E-06,6.74419E-06,1.14851E-05,nosig,#EAEAEA
Pseudomonas_canavaninivorans,7.0585E-06,1.07966E-05,1.19472E-05,nosig,#EAEAEA
Pseudomonas_sihuiensis,7.28021E-06,1.06139E-05,8.44384E-06,nosig,#EAEAEA
Pseudomonas_cerasi,3.98325E-06,4.39787E-06,5.29209E-06,nosig,#EAEAEA
Pseudomonas_lactis,4.31823E-06,5.10145E-06,7.02299E-06,nosig,#EAEAEA
Pseudomonas_salmasensis,6.48166E-06,8.19983E-06,8.66381E-06,nosig,#EAEAEA
Pseudomonas_monsensis,5.53064E-06,7.80925E-06,1.04171E-05,nosig,#EAEAEA
Pseudomonas_pergaminensis,4.64603E-06,5.67145E-06,7.05772E-06,nosig,#EAEAEA
Pseudomonas_azerbaijanorientalis,6.78618E-06,1.67938E-05,1.24919E-05,nosig,#EAEAEA
Pseudomonas_lini,5.69769E-06,1.18345E-05,1.6183E-05,nosig,#EAEAEA
Pseudomonas_alcaliphila,7.90711E-06,1.0026E-05,1.06167E-05,nosig,#EAEAEA
Pseudomonas_alvandae,6.79978E-06,1.16266E-05,1.18289E-05,nosig,#EAEAEA
Pseudomonas_tritici,6.92505E-06,8.78033E-06,9.52825E-06,nosig,#EAEAEA
Pseudomonas_gozinkensis,8.92415E-06,1.45886E-05,3.45409E-05,nosig,#EAEAEA
Pseudomonas_chengduensis,1.76418E-05,2.98776E-05,2.26547E-05,nosig,#EAEAEA
Pseudomonas_zarinae,9.01738E-06,1.23742E-05,1.30585E-05,nosig,#EAEAEA
Pseudomonas_tensinigenes,6.69446E-06,1.16035E-05,1.4481E-05,nosig,#EAEAEA
Pseudomonas_qingdaonensis,1.41869E-05,1.70395E-05,2.51236E-05,nosig,#EAEAEA
Pseudomonas_donghuensis,1.4784E-05,1.90724E-05,2.0671E-05,nosig,#EAEAEA
Pseudomonas_juntendi,2.69992E-05,6.86891E-05,3.58548E-05,nosig,#EAEAEA
Pseudomonas_anuradhapurensis,1.4072E-05,1.52091E-05,1.44644E-05,nosig,#EAEAEA
Pseudomonas_toyotomiensis,9.95324E-06,1.17759E-05,1.15943E-05,nosig,#EAEAEA
Pseudomonas_kurunegalensis,2.34619E-05,4.21904E-05,2.42456E-05,nosig,#EAEAEA
Pseudomonas_sichuanensis,1.95615E-05,4.60511E-05,2.89768E-05,nosig,#EAEAEA
Pseudomonas_siliginis,1.37955E-05,2.60514E-05,3.43059E-05,nosig,#EAEAEA
Pseudomonas_luteola,1.12159E-05,1.12998E-05,9.5201E-06,nosig,#EAEAEA
Pseudomonas_versuta,1.03339E-05,1.59329E-05,1.49157E-05,nosig,#EAEAEA
Pseudomonas_khazarica,1.19757E-05,1.57297E-05,1.74129E-05,nosig,#EAEAEA
Pseudomonas_asiatica,4.08122E-05,0.000117944,0.000107203,nosig,#EAEAEA
Pseudomonas_psychrophila,9.58572E-06,1.52547E-05,1.48003E-05,nosig,#EAEAEA
Pseudomonas_sivasensis,1.12205E-05,1.27502E-05,1.48504E-05,nosig,#EAEAEA
Pseudomonas_zeae,1.0698E-05,1.38217E-05,1.84547E-05,nosig,#EAEAEA
Pseudomonas_arsenicoxydans,1.6763E-05,2.7926E-05,3.96349E-05,nosig,#EAEAEA
Pseudomonas_sediminis,1.18188E-05,1.48222E-05,1.43853E-05,nosig,#EAEAEA
Pseudomonas_reinekei,1.28014E-05,2.38796E-05,3.03593E-05,nosig,#EAEAEA
Pseudomonas_yamanorum,1.32841E-05,1.70164E-05,1.96707E-05,nosig,#EAEAEA
Pseudomonas_kermanshahensis,1.47327E-05,3.77762E-05,2.65894E-05,nosig,#EAEAEA
Pseudomonas_asgharzadehiana,1.47184E-05,1.83491E-05,2.24562E-05,nosig,#EAEAEA
Pseudomonas_nunensis,1.23831E-05,2.36826E-05,2.78472E-05,nosig,#EAEAEA
Pseudomonas_laurylsulfatiphila,1.68767E-05,2.77292E-05,3.36585E-05,nosig,#EAEAEA
Pseudomonas_saudiphocaensis,1.79885E-05,2.33167E-05,1.96319E-05,nosig,#EAEAEA
Pseudomonas_hygromyciniae,1.75393E-05,1.8919E-05,2.17788E-05,nosig,#EAEAEA
Pseudomonas_maumuensis,1.60207E-05,2.17589E-05,2.06609E-05,nosig,#EAEAEA
Pseudomonas_extremaustralis,1.95646E-05,3.06378E-05,2.82351E-05,nosig,#EAEAEA
Pseudomonas_phenolilytica,4.00633E-05,4.36639E-05,4.49852E-05,nosig,#EAEAEA
Pseudomonas_hamedanensis,1.27164E-05,2.13931E-05,2.18883E-05,nosig,#EAEAEA
Pseudomonas_wenzhouensis,2.33285E-05,2.63915E-05,2.86408E-05,nosig,#EAEAEA
Pseudomonas_marincola,1.67724E-05,2.16984E-05,1.55242E-05,nosig,#EAEAEA
Pseudomonas_serboccidentalis,1.78547E-05,2.38476E-05,2.59891E-05,nosig,#EAEAEA
Pseudomonas_graminis,1.83175E-05,2.46209E-05,2.09386E-05,nosig,#EAEAEA
Pseudomonas_phytophila,1.69214E-05,2.58932E-05,2.20658E-05,nosig,#EAEAEA
Pseudomonas_hydrolytica,2.29104E-05,2.68903E-05,2.52551E-05,nosig,#EAEAEA
Pseudomonas_agarici,1.57649E-05,2.00648E-05,1.99638E-05,nosig,#EAEAEA
Pseudomonas_fakonensis,1.89253E-05,3.40956E-05,2.38162E-05,nosig,#EAEAEA
Pseudomonas_thivervalensis,1.3829E-05,2.05715E-05,1.98554E-05,nosig,#EAEAEA
Pseudomonas_promysalinigenes,2.17484E-05,4.34416E-05,2.62421E-05,nosig,#EAEAEA
Pseudomonas_tructae,1.87902E-05,2.57632E-05,2.69817E-05,nosig,#EAEAEA
Pseudomonas_izuensis,2.10254E-05,5.88269E-05,6.91067E-05,nosig,#EAEAEA
Pseudomonas_simiae,2.11704E-05,2.47568E-05,2.72447E-05,nosig,#EAEAEA
Pseudomonas_umsongensis,2.33715E-05,4.89355E-05,7.02303E-05,nosig,#EAEAEA
Pseudomonas_atacamensis,2.71168E-05,3.94793E-05,3.88978E-05,nosig,#EAEAEA
Pseudomonas_silesiensis,2.25985E-05,3.85014E-05,4.71788E-05,nosig,#EAEAEA
Pseudomonas_taetrolens,1.46715E-05,1.69458E-05,1.81316E-05,nosig,#EAEAEA
Pseudomonas_seleniipraecipitans,1.85506E-05,2.7753E-05,2.40069E-05,nosig,#EAEAEA
Pseudomonas_rhizosphaerae,2.47291E-05,2.43108E-05,2.65983E-05,nosig,#EAEAEA
Pseudomonas_xanthosomatis,2.14046E-05,3.52045E-05,2.57767E-05,nosig,#EAEAEA
Pseudomonas_antarctica,2.80936E-05,2.94295E-05,3.67376E-05,nosig,#EAEAEA
Pseudomonas_lurida,2.16686E-05,2.78836E-05,2.83859E-05,nosig,#EAEAEA
Pseudomonas_guguanensis,3.43941E-05,3.91857E-05,3.98844E-05,nosig,#EAEAEA
Pseudomonas_prosekii,2.51894E-05,3.97877E-05,4.3716E-05,nosig,#EAEAEA
uncultured_Pseudomonas_sp_,2.11131E-05,2.53871E-05,2.32609E-05,nosig,#EAEAEA
Pseudomonas_kielensis,2.78729E-05,3.92048E-05,4.39848E-05,nosig,#EAEAEA
Pseudomonas_pohangensis,2.26761E-05,2.65336E-05,2.46968E-05,nosig,#EAEAEA
Pseudomonas_palleroniana,2.51576E-05,3.41864E-05,3.42163E-05,nosig,#EAEAEA
Pseudomonas_xantholysinigenes,2.57472E-05,3.6402E-05,2.7333E-05,nosig,#EAEAEA
Pseudomonas_solani,3.10714E-05,3.7087E-05,3.7702E-05,nosig,#EAEAEA
Pseudomonas_vancouverensis,3.18341E-05,5.6484E-05,6.98241E-05,nosig,#EAEAEA
Pseudomonas_frederiksbergensis,3.02503E-05,5.85474E-05,0.000064062,nosig,#EAEAEA
Pseudomonas_campi,2.40014E-05,3.28488E-05,2.916E-05,nosig,#EAEAEA
Pseudomonas_alkylphenolica,9.948E-05,7.74372E-05,7.57371E-05,nosig,#EAEAEA
Pseudomonas_muyukensis,3.25341E-05,3.77182E-05,3.4857E-05,nosig,#EAEAEA
Pseudomonas_argentinensis,3.74901E-05,4.38004E-05,3.99937E-05,nosig,#EAEAEA
Pseudomonas_eucalypticola,3.8611E-05,4.27199E-05,4.60117E-05,nosig,#EAEAEA
Pseudomonas_parafulva,4.39151E-05,5.75417E-05,4.6636E-05,nosig,#EAEAEA
Pseudomonas_brassicacearum,7.79296E-05,9.00503E-05,0.000110092,nosig,#EAEAEA
Pseudomonas_benzenivorans,4.26015E-05,5.21419E-05,5.10776E-05,nosig,#EAEAEA
Pseudomonas_baltica,4.25211E-05,5.31874E-05,4.70126E-05,nosig,#EAEAEA
Pseudomonas_vanderleydeniana,4.17399E-05,5.11736E-05,5.47915E-05,nosig,#EAEAEA
