Classification,Water,WT,dagr,Phylum,color
Pseudomonas_lalkuanensis,5.4697E-05,7.01418E-05,5.97744E-05,nosig,#EAEAEA
Pseudomonas_cremoricolorata,5.05975E-05,5.58996E-05,5.11673E-05,nosig,#EAEAEA
Pseudomonas_viciae,5.79052E-05,7.03379E-05,8.25527E-05,nosig,#EAEAEA
Pseudomonas_guangdongensis,5.25561E-05,5.02218E-05,0.00005424,nosig,#EAEAEA
Pseudomonas_cavernae,5.06413E-05,5.75621E-05,5.15897E-05,nosig,#EAEAEA
Pseudomonas_entomophila,7.12586E-05,0.000109495,7.67886E-05,nosig,#EAEAEA
Pseudomonas_oryzae,8.61231E-05,8.81172E-05,8.31619E-05,nosig,#EAEAEA
Pseudomonas_knackmussii,0.000114551,0.000132426,0.000129003,nosig,#EAEAEA
Pseudomonas_otitidis,0.000152767,0.000158764,0.000159277,nosig,#EAEAEA
Pseudomonas_psychrotolerans,0.000127463,0.000122271,0.000118643,nosig,#EAEAEA
Pseudomonas_tohonis,0.000116237,0.000226486,0.000123117,nosig,#EAEAEA
Pseudomonas_sessilinigenes,4.13082E-06,1.03529E-05,1.49056E-05,nosig,#EAEAEA
Pseudomonas_lundensis,1.32741E-05,2.31015E-05,1.88911E-05,nosig,#EAEAEA
Pseudomonas_fragi,4.41171E-05,5.33733E-05,6.30484E-05,nosig,#EAEAEA
Pseudomonas_protegens,9.4152E-05,0.000244035,0.000335211,nosig,#EAEAEA
Pseudomonas_chlororaphis,0.000280981,0.00040974,0.00048102,nosig,#EAEAEA
Pseudomonas_tremae,3.97304E-06,3.08616E-06,4.19928E-06,nosig,#EAEAEA
Pseudomonas_avellanae,5.73115E-06,6.77703E-06,3.80157E-06,nosig,#EAEAEA
Pseudomonas_coronafaciens,1.49362E-05,1.96773E-05,1.25527E-05,nosig,#EAEAEA
Pseudomonas_fuscovaginae,1.23803E-05,1.4498E-05,1.46839E-05,nosig,#EAEAEA
Pseudomonas_syringae_group_genomosp__3,5.77455E-05,6.31484E-05,7.98509E-05,nosig,#EAEAEA
Pseudomonas_cichorii,9.43837E-06,1.67913E-05,2.43313E-05,nosig,#EAEAEA
Pseudomonas_lijiangensis,1.37487E-05,1.5454E-05,1.79119E-05,nosig,#EAEAEA
Pseudomonas_syringae_group_genomosp__7,1.40821E-05,1.6514E-05,1.53591E-05,nosig,#EAEAEA
Pseudomonas_savastanoi,1.26637E-05,1.23668E-05,1.20373E-05,nosig,#EAEAEA
Pseudomonas_amygdali,3.34618E-05,4.63599E-05,3.95047E-05,nosig,#EAEAEA
Pseudomonas_viridiflava,6.68881E-05,7.92429E-05,7.44552E-05,nosig,#EAEAEA
Pseudomonas_syringae,0.000156412,0.000311292,0.000191977,nosig,#EAEAEA
Pseudomonas_alloputida,2.07132E-05,2.01153E-05,3.53171E-05,nosig,#EAEAEA
Pseudomonas_sp__SGAir0191,7.36756E-06,8.29937E-06,6.54692E-06,nosig,#EAEAEA
Pseudomonas_monteilii,9.05446E-05,0.00039666,0.000315164,nosig,#EAEAEA
Pseudomonas_wadenswilerensis,1.95583E-05,2.65537E-05,2.48704E-05,nosig,#EAEAEA
Pseudomonas_inefficax,3.00166E-05,3.84046E-05,3.06893E-05,nosig,#EAEAEA
Pseudomonas_plecoglossicida,3.91515E-05,0.000218011,0.000288142,nosig,#EAEAEA
Pseudomonas_mosselii,5.37389E-05,7.34033E-05,6.22579E-05,nosig,#EAEAEA
Pseudomonas_fulva,0.000176741,0.000220966,0.000218221,nosig,#EAEAEA
Pseudomonas_putida,0.000933288,0.002488439,0.001780602,nosig,#EAEAEA
Pseudomonas_oryzihabitans,0.00016777,9.64841E-05,0.00012729,nosig,#EAEAEA
Pseudomonas_proteolytica,4.70434E-06,7.01011E-06,6.90784E-06,nosig,#EAEAEA
Pseudomonas_marginalis,6.39842E-06,1.33541E-05,9.16502E-06,nosig,#EAEAEA
Pseudomonas_migulae,7.92844E-06,1.7281E-05,2.73782E-05,nosig,#EAEAEA
Pseudomonas_extremorientalis,6.55511E-06,9.99087E-06,8.86348E-06,nosig,#EAEAEA
Pseudomonas_mandelii,1.51803E-05,3.97755E-05,6.58832E-05,nosig,#EAEAEA
Pseudomonas_ogarae,9.6511E-06,1.12021E-05,1.36454E-05,nosig,#EAEAEA
Pseudomonas_libanensis,1.1142E-05,1.43748E-05,1.4684E-05,nosig,#EAEAEA
Pseudomonas_congelans,1.63584E-05,1.85698E-05,1.90677E-05,nosig,#EAEAEA
Pseudomonas_brenneri,1.56368E-05,2.40643E-05,2.28442E-05,nosig,#EAEAEA
Pseudomonas_veronii,4.83267E-05,5.0389E-05,6.07454E-05,nosig,#EAEAEA
Pseudomonas_moraviensis,3.42606E-05,3.67078E-05,4.08573E-05,nosig,#EAEAEA
Pseudomonas_koreensis,2.42345E-05,3.90596E-05,5.50685E-05,nosig,#EAEAEA
Pseudomonas_cedrina,1.69533E-05,2.06107E-05,2.48663E-05,nosig,#EAEAEA
Pseudomonas_mucidolens,2.19154E-05,2.74818E-05,2.80105E-05,nosig,#EAEAEA
Pseudomonas_poae,2.18108E-05,3.21376E-05,3.2463E-05,nosig,#EAEAEA
Pseudomonas_granadensis,2.36087E-05,2.97226E-05,3.49269E-05,nosig,#EAEAEA
Pseudomonas_azotoformans,3.37303E-05,4.45356E-05,5.29435E-05,nosig,#EAEAEA
Pseudomonas_tolaasii,2.28051E-05,3.13369E-05,2.90814E-05,nosig,#EAEAEA
Pseudomonas_rhodesiae,2.79055E-05,4.11479E-05,3.95931E-05,nosig,#EAEAEA
Pseudomonas_trivialis,3.6632E-05,3.76242E-05,4.41848E-05,nosig,#EAEAEA
Pseudomonas_corrugata,2.54737E-05,3.06488E-05,3.91771E-05,nosig,#EAEAEA
Pseudomonas_orientalis,5.3028E-05,6.33913E-05,6.8977E-05,nosig,#EAEAEA
Pseudomonas_synxantha,6.61356E-05,7.15627E-05,8.23294E-05,nosig,#EAEAEA
Pseudomonas_fluorescens,0.000363659,0.000606374,0.000804046,nosig,#EAEAEA
Pseudomonas_mediterranea,0.000295712,7.99957E-05,0.000683058,nosig,#EAEAEA
Pseudomonas_sp__DR208,1.64666E-06,1.26874E-06,2.76029E-06,nosig,#EAEAEA
Pseudomonas_sp__BIOMIG1BAC,6.09071E-06,1.16293E-05,8.76383E-06,nosig,#EAEAEA
Pseudomonas_sp__A214,4.55014E-06,2.66564E-06,4.40257E-06,nosig,#EAEAEA
Pseudomonas_sp__BJP69,5.26565E-06,8.26963E-06,2.55047E-06,nosig,#EAEAEA
Pseudomonas_sp__SORT22,8.17605E-06,1.2965E-05,2.45155E-06,nosig,#EAEAEA
Pseudomonas_sp__FP2254,2.80002E-06,2.73185E-06,3.24292E-06,nosig,#EAEAEA
Pseudomonas_sp__ArH3a,6.17129E-06,5.4573E-06,5.89455E-06,nosig,#EAEAEA
Pseudomonas_sp__Colony2,1.8014E-06,4.55514E-06,6.06302E-06,nosig,#EAEAEA
Pseudomonas_sp__NyZ480,6.15436E-06,1.14808E-05,7.58052E-06,nosig,#EAEAEA
Pseudomonas_sp__CFSAN084952,6.97058E-06,1.10436E-05,9.12604E-06,nosig,#EAEAEA
Pseudomonas_sp__St290,5.55719E-06,7.6228E-06,4.34703E-06,nosig,#EAEAEA
Pseudomonas_sp__FP1935,3.85424E-06,1.10153E-05,4.61441E-06,nosig,#EAEAEA
Pseudomonas_sp__S150,8.82081E-05,3.40454E-05,0.000092916,nosig,#EAEAEA
Pseudomonas_sp__NEEL19,3.42747E-06,8.17146E-06,6.39607E-06,nosig,#EAEAEA
Pseudomonas_sp__A2,7.10184E-06,1.67518E-05,5.96741E-06,nosig,#EAEAEA
Pseudomonas_sp__SK2,5.87008E-06,1.56567E-05,1.31933E-05,nosig,#EAEAEA
Pseudomonas_sp__BIGb0427,2.97022E-05,2.35353E-05,6.98503E-06,nosig,#EAEAEA
Pseudomonas_sp__LBUM920,5.38336E-06,9.78817E-06,7.72696E-06,nosig,#EAEAEA
Pseudomonas_sp__St386,3.10756E-05,2.93624E-05,5.00914E-05,nosig,#EAEAEA
Pseudomonas_sp__PMCC200367,6.21064E-06,1.75409E-05,1.29469E-05,nosig,#EAEAEA
Pseudomonas_sp__LG1D9,2.6241E-06,1.01193E-05,6.68038E-06,nosig,#EAEAEA
Pseudomonas_sp__ADAK22,7.27222E-06,1.0859E-05,7.59366E-06,nosig,#EAEAEA
Pseudomonas_sp__phDV1,6.88681E-06,1.22582E-05,7.73149E-06,nosig,#EAEAEA
Pseudomonas_sp__GM17,4.84231E-06,8.93374E-06,6.84657E-06,nosig,#EAEAEA
Pseudomonas_sp__FP1962,3.64676E-06,1.08659E-05,8.97911E-06,nosig,#EAEAEA
Pseudomonas_sp__FP215,9.25649E-06,8.66531E-06,4.19904E-06,nosig,#EAEAEA
Pseudomonas_sp__OST1909,1.29266E-05,1.25388E-05,1.3491E-05,nosig,#EAEAEA
Pseudomonas_sp__UW4,6.08033E-06,1.62295E-05,1.92145E-05,nosig,#EAEAEA
Pseudomonas_sp__B10,5.22866E-06,8.20536E-06,8.90543E-06,nosig,#EAEAEA
Pseudomonas_sp__RU47,5.90443E-06,1.12415E-05,7.58014E-06,nosig,#EAEAEA
Pseudomonas_sp__PMCC200344,5.8034E-06,1.57731E-05,1.19072E-05,nosig,#EAEAEA
Pseudomonas_sp__FDAARGOS_380,8.15025E-06,8.37623E-06,1.34924E-05,nosig,#EAEAEA
Pseudomonas_sp__LPH1,6.83382E-06,9.17697E-06,8.68834E-06,nosig,#EAEAEA
Pseudomonas_sp__RC3H12,6.88716E-06,1.14503E-05,6.45462E-06,nosig,#EAEAEA
Pseudomonas_sp__FGI182,4.62358E-06,1.03118E-05,1.14336E-05,nosig,#EAEAEA
Pseudomonas_sp__09C_129,5.09103E-06,8.24346E-06,1.22281E-05,nosig,#EAEAEA
Pseudomonas_sp__FP830,3.73945E-05,5.85309E-05,3.52188E-05,nosig,#EAEAEA
Pseudomonas_sp__02C_26,8.53314E-06,1.90597E-05,5.07689E-06,nosig,#EAEAEA
Pseudomonas_sp__REST10,8.68725E-06,1.07016E-05,8.28851E-06,nosig,#EAEAEA
Pseudomonas_sp__MPFS,7.96658E-06,8.3689E-06,8.96415E-06,nosig,#EAEAEA
Pseudomonas_sp__CMR5c,1.11554E-05,1.60576E-05,1.83193E-05,nosig,#EAEAEA
Pseudomonas_sp__ACM7,8.32289E-06,1.63245E-05,2.54945E-05,nosig,#EAEAEA
Pseudomonas_sp__BC42,1.43838E-05,1.98395E-05,9.44363E-06,nosig,#EAEAEA
Pseudomonas_sp__NY11382,3.33887E-05,4.6573E-05,3.45103E-05,nosig,#EAEAEA
Pseudomonas_sp__SCA2728_1_7,8.59312E-06,1.27595E-05,1.47462E-05,nosig,#EAEAEA
Pseudomonas_sp__MYb193,5.24453E-06,7.34973E-06,5.10549E-06,nosig,#EAEAEA
Pseudomonas_sp__GXZC,8.53135E-06,1.34647E-05,1.2586E-05,nosig,#EAEAEA
Pseudomonas_sp__NC02,1.8435E-05,2.10984E-05,1.82436E-05,nosig,#EAEAEA
Pseudomonas_sp__CBS,1.16303E-05,1.51834E-05,1.62239E-05,nosig,#EAEAEA
Pseudomonas_sp__S07E_245,1.49229E-05,2.60314E-05,1.5351E-05,nosig,#EAEAEA
Pseudomonas_sp__St29,2.11326E-05,1.9135E-05,1.52387E-05,nosig,#EAEAEA
Pseudomonas_sp__M1,1.46427E-05,1.76682E-05,1.77573E-05,nosig,#EAEAEA
Pseudomonas_sp__IzPS59,8.80623E-06,1.98461E-05,3.47441E-05,nosig,#EAEAEA
Pseudomonas_sp__SWI44,6.18482E-05,0.00007181,6.8739E-05,nosig,#EAEAEA
Pseudomonas_sp__MRSN_12121,1.05103E-05,1.44764E-05,9.01771E-06,nosig,#EAEAEA
Pseudomonas_sp__NIBRBAC000502773,6.95891E-06,1.08679E-05,1.12901E-05,nosig,#EAEAEA
Pseudomonas_sp__FP1742,1.00444E-05,1.82009E-05,2.05126E-05,nosig,#EAEAEA
Pseudomonas_sp__GOM7,1.62347E-05,1.84663E-05,2.18373E-05,nosig,#EAEAEA
Pseudomonas_sp__R76,9.89887E-06,1.08374E-05,1.25624E-05,nosig,#EAEAEA
Pseudomonas_sp__R84,1.02666E-05,1.42038E-05,1.60298E-05,nosig,#EAEAEA
Pseudomonas_sp__ADPe,1.99234E-05,2.33616E-05,2.18618E-05,nosig,#EAEAEA
Pseudomonas_sp__Tri1,9.88058E-06,1.75203E-05,1.84544E-05,nosig,#EAEAEA
Pseudomonas_sp__BW7P1,1.11898E-05,2.40017E-05,3.48932E-05,nosig,#EAEAEA
Pseudomonas_sp__KHPS1,1.61304E-05,1.68155E-05,1.66188E-05,nosig,#EAEAEA
Pseudomonas_sp__15A4,1.26874E-05,1.94158E-05,2.04222E-05,nosig,#EAEAEA
Pseudomonas_sp__OE_28_3,8.84167E-06,1.18451E-05,1.22885E-05,nosig,#EAEAEA
Pseudomonas_sp__CCOS_191,1.02724E-05,1.44729E-05,1.04328E-05,nosig,#EAEAEA
Pseudomonas_sp__FP1740,1.66165E-05,1.9232E-05,1.95058E-05,nosig,#EAEAEA
Pseudomonas_sp__Seg1,1.15986E-05,2.00047E-05,2.55601E-05,nosig,#EAEAEA
Pseudomonas_sp__NY5710,1.79645E-05,2.48612E-05,2.01281E-05,nosig,#EAEAEA
Pseudomonas_sp__MM213,1.5747E-05,2.67622E-05,3.56311E-05,nosig,#EAEAEA
Pseudomonas_sp__SK,1.13848E-05,1.7543E-05,1.18269E-05,nosig,#EAEAEA
Pseudomonas_sp__PP3,1.21488E-05,3.15262E-05,3.95225E-05,nosig,#EAEAEA
Pseudomonas_sp__D3,1.10701E-05,1.37629E-05,1.31131E-05,nosig,#EAEAEA
Pseudomonas_sp__LG1E9,1.23527E-05,1.89007E-05,1.5986E-05,nosig,#EAEAEA
Pseudomonas_sp__HN11,1.26212E-05,1.64251E-05,1.34157E-05,nosig,#EAEAEA
Pseudomonas_sp__FP2338,1.02874E-05,1.37334E-05,1.48423E-05,nosig,#EAEAEA
Pseudomonas_sp__FP2196,1.11388E-05,2.18304E-05,2.66628E-05,nosig,#EAEAEA
Pseudomonas_sp__JBR1,1.50102E-05,1.61059E-05,1.83024E-05,nosig,#EAEAEA
Pseudomonas_sp__2hn,1.4775E-05,2.10404E-05,1.66636E-05,nosig,#EAEAEA
Pseudomonas_sp__DTU12_3,1.89972E-05,2.57996E-05,2.87188E-05,nosig,#EAEAEA
Pseudomonas_sp__St316,1.36439E-05,1.63073E-05,2.07485E-05,nosig,#EAEAEA
Pseudomonas_sp__HS6,1.56387E-05,2.06004E-05,3.02188E-05,nosig,#EAEAEA
Pseudomonas_sp__FP2309,1.36035E-05,0.000017957,1.94894E-05,nosig,#EAEAEA
Pseudomonas_sp__Lz4W,1.43952E-05,1.75272E-05,1.7845E-05,nosig,#EAEAEA
Pseudomonas_sp__ADAK18,1.57951E-05,2.21742E-05,2.30864E-05,nosig,#EAEAEA
Pseudomonas_sp__FP2335,1.43778E-05,2.07232E-05,1.76155E-05,nosig,#EAEAEA
Pseudomonas_sp_,2.63968E-05,4.55547E-05,3.14192E-05,nosig,#EAEAEA
Pseudomonas_sp__MPC6,1.71973E-05,3.42202E-05,3.83485E-05,nosig,#EAEAEA
Pseudomonas_sp__LS_1a,1.51582E-05,2.37534E-05,2.13344E-05,nosig,#EAEAEA
Pseudomonas_sp__Pc102,2.82201E-05,3.12292E-05,3.12063E-05,nosig,#EAEAEA
Pseudomonas_sp__DR48,2.00526E-05,2.71631E-05,3.29318E-05,nosig,#EAEAEA
Pseudomonas_sp__MSPm1,1.90032E-05,2.44887E-05,1.9385E-05,nosig,#EAEAEA
Pseudomonas_sp__S34,1.8523E-05,4.27656E-05,4.45343E-05,nosig,#EAEAEA
Pseudomonas_sp__LS1212,1.79807E-05,2.98146E-05,2.76704E-05,nosig,#EAEAEA
Pseudomonas_sp__RtIB026,2.34179E-05,2.89549E-05,2.36417E-05,nosig,#EAEAEA
Pseudomonas_sp__S35,1.61018E-05,2.27443E-05,2.15652E-05,nosig,#EAEAEA
Pseudomonas_sp__BSw22131,2.23107E-05,2.99198E-05,2.33806E-05,nosig,#EAEAEA
Pseudomonas_sp__WJP1,2.14445E-05,4.69045E-05,6.16029E-05,nosig,#EAEAEA
Pseudomonas_sp__KU26590,2.1862E-05,3.45603E-05,2.81029E-05,nosig,#EAEAEA
Pseudomonas_sp__gcc21,2.41391E-05,0.000026587,2.56231E-05,nosig,#EAEAEA
Pseudomonas_sp__FP453,2.37516E-05,2.70075E-05,2.63992E-05,nosig,#EAEAEA
Pseudomonas_sp__FP597,1.76833E-05,1.99429E-05,2.44609E-05,nosig,#EAEAEA
Pseudomonas_sp__SG20056,2.34584E-05,3.14075E-05,2.71716E-05,nosig,#EAEAEA
Pseudomonas_sp__Cab53,2.56897E-05,3.75725E-05,3.99812E-05,nosig,#EAEAEA
Pseudomonas_sp__MM227,0.000024447,3.47648E-05,2.69887E-05,nosig,#EAEAEA
Pseudomonas_sp__FP198,2.30194E-05,3.11432E-05,2.97771E-05,nosig,#EAEAEA
Pseudomonas_sp__MTM4,2.84536E-05,3.46717E-05,3.00129E-05,nosig,#EAEAEA
Pseudomonas_sp__Leaf58,2.71186E-05,4.00264E-05,2.98889E-05,nosig,#EAEAEA
Pseudomonas_sp__S09G_359,3.26638E-05,3.60095E-05,3.78236E-05,nosig,#EAEAEA
Pseudomonas_sp__TUM22785,3.21529E-05,3.47041E-05,3.95861E-05,nosig,#EAEAEA
Pseudomonas_sp__ADAK13,3.53661E-05,3.61509E-05,3.94483E-05,nosig,#EAEAEA
Pseudomonas_sp__LS44,3.18869E-05,4.55192E-05,4.01116E-05,nosig,#EAEAEA
Pseudomonas_sp__B11D7D,2.9887E-05,3.21467E-05,3.68393E-05,nosig,#EAEAEA
Pseudomonas_sp__7SR1,3.21147E-05,3.95698E-05,4.16555E-05,nosig,#EAEAEA
Pseudomonas_sp__PSKL_D1,3.66214E-05,7.03326E-05,4.35554E-05,nosig,#EAEAEA
Pseudomonas_sp__MM211,3.99701E-05,4.55909E-05,4.21849E-05,nosig,#EAEAEA
Pseudomonas_sp__ZM23,5.73381E-05,7.1511E-05,7.25635E-05,nosig,#EAEAEA
Pseudomonas_sp__StFLB209,3.60126E-05,4.83428E-05,4.68539E-05,nosig,#EAEAEA
Pseudomonas_sp__L5B5,3.72673E-05,4.12594E-05,4.40769E-05,nosig,#EAEAEA
Pseudomonas_sp__PSE14,3.79697E-05,4.41945E-05,5.09309E-05,nosig,#EAEAEA
Pseudomonas_sp__LPB0260,4.2742E-05,4.29608E-05,4.20261E-05,nosig,#EAEAEA
Pseudomonas_sp__J452,3.95954E-05,4.46135E-05,4.26159E-05,nosig,#EAEAEA
Pseudomonas_sp__ABC1,4.1917E-05,4.13834E-05,3.73657E-05,nosig,#EAEAEA
Pseudomonas_sp__SCB32,5.03231E-05,5.39366E-05,5.47036E-05,nosig,#EAEAEA
Pseudomonas_sp__273,5.27456E-05,5.82136E-05,6.22289E-05,nosig,#EAEAEA
Pseudomonas_sp__ATCC_13867,5.66795E-05,5.46726E-05,6.43919E-05,nosig,#EAEAEA
Pseudomonas_sp__KNUC1026,4.30943E-05,4.91045E-05,4.83892E-05,nosig,#EAEAEA
Pseudomonas_sp__Ost2,3.96985E-05,5.20727E-05,5.35907E-05,nosig,#EAEAEA
Pseudomonas_sp__PDNC002,6.19003E-05,6.32272E-05,7.30885E-05,nosig,#EAEAEA
Pseudomonas_sp__PIA16,4.40771E-05,5.18325E-05,5.29489E-05,nosig,#EAEAEA
Pseudomonas_sp__SO81,6.85051E-05,0.000111089,7.36299E-05,nosig,#EAEAEA
Pseudomonas_paraeruginosa,2.28369E-05,3.11968E-05,1.30306E-05,nosig,#EAEAEA
Pseudomonas_nitroreducens,2.59378E-05,2.99483E-05,4.14415E-05,nosig,#EAEAEA
Pseudomonas_multiresinivorans,2.60897E-05,3.33597E-05,4.38165E-05,nosig,#EAEAEA
Pseudomonas_mendocina,8.26316E-05,9.19646E-05,9.52638E-05,nosig,#EAEAEA
Pseudomonas_resinovorans,0.000139029,0.000202227,0.000175893,nosig,#EAEAEA
Pseudomonas_alcaligenes,0.000110628,0.00013771,0.000122678,nosig,#EAEAEA
Pseudomonas_citronellolis,0.000163629,0.00016576,0.000192197,nosig,#EAEAEA
Pseudomonas_oleovorans,2.69811E-05,3.24206E-05,3.80791E-05,nosig,#EAEAEA
Pseudomonas_furukawaii,0.000122555,0.000114472,0.000127513,nosig,#EAEAEA
Pseudomonas_aeruginosa,0.00678212,0.006127257,0.002290761,nosig,#EAEAEA
Metallibacterium_scheffleri,1.7687E-06,1.97994E-06,1.08058E-06,nosig,#EAEAEA
Ahniella_affigens,5.18336E-05,4.42615E-05,5.06136E-05,nosig,#EAEAEA
Tahibacter_amnicola,0.000144417,0.000133558,0.000118263,nosig,#EAEAEA
Aerosticca_soli,0.000177705,0.000144206,0.000159933,nosig,#EAEAEA
Dokdonella_koreensis,0.000252466,0.000228473,0.000214839,nosig,#EAEAEA
Frateuria_aurantia,5.67584E-05,4.7069E-05,5.12123E-05,nosig,#EAEAEA
Frateuria_soli,0.000173448,0.000128886,0.000152939,nosig,#EAEAEA
Frateuria_edaphi,0.000180424,0.00015287,0.000176458,nosig,#EAEAEA
Luteibacter_anthropi,7.68309E-05,6.73941E-05,7.62807E-05,nosig,#EAEAEA
Luteibacter_aegosomaticola,9.39782E-05,8.34086E-05,9.46759E-05,nosig,#EAEAEA
Luteibacter_flocculans,7.98644E-05,7.14288E-05,7.8334E-05,nosig,#EAEAEA
Luteibacter_aegosomatissinici,0.000107128,9.29497E-05,0.00010128,nosig,#EAEAEA
Luteibacter_rhizovicinus,8.76425E-05,7.10214E-05,8.45206E-05,nosig,#EAEAEA
Luteibacter_pinisoli,0.000109106,0.000100352,0.000105631,nosig,#EAEAEA
Luteibacter_aegosomatis,0.000149488,0.000135204,0.000145265,nosig,#EAEAEA
Rhodanobacter_glycinis,0.000154842,0.000119388,0.000151178,nosig,#EAEAEA
Rhodanobacter_denitrificans,0.000369738,0.000367674,0.000352167,nosig,#EAEAEA
Rhodanobacter_thiooxydans,0.000434848,0.000406852,0.000413104,nosig,#EAEAEA
Rhodanobacter_sp__FDAARGOS_1247,0.000243982,0.000233917,0.000230014,nosig,#EAEAEA
Dyella_thiooxydans,0.000231634,0.000194198,0.000223623,nosig,#EAEAEA
Dyella_terrae,0.000132124,8.10235E-05,0.000140925,nosig,#EAEAEA
Dyella_caseinilytica,0.000102482,5.1455E-05,9.67159E-05,nosig,#EAEAEA
Dyella_telluris,0.000233265,0.000141735,0.000252861,nosig,#EAEAEA
Dyella_japonica,0.000244149,0.000144555,0.000269814,nosig,#EAEAEA
Dyella_sp__BiH032,0.000201457,0.000171059,0.000248685,nosig,#EAEAEA
Xylella_taiwanensis,1.24734E-05,1.28717E-05,1.31212E-05,nosig,#EAEAEA
Xylella_fastidiosa,2.50703E-05,2.03359E-05,2.25435E-05,nosig,#EAEAEA
Pseudolysobacter_antarcticus,7.2213E-05,6.32092E-05,6.69155E-05,nosig,#EAEAEA
Arenimonas_daejeonensis,0.000289959,0.000262562,0.00025991,nosig,#EAEAEA
Luteimonas_chenhongjianii,0.000189039,0.000168646,0.000164364,nosig,#EAEAEA
Luteimonas_yindakuii,0.00026063,0.000241398,0.000236057,nosig,#EAEAEA
Luteimonas_granuli,0.000274286,0.00024205,0.000241135,nosig,#EAEAEA
Luteimonas_fraxinea,0.000262681,0.000250738,0.000238679,nosig,#EAEAEA
Luteimonas_sp__MC1825,0.000257075,0.00023185,0.000230159,nosig,#EAEAEA
Luteimonas_sp__MC1572,0.00026182,0.000230855,0.000229512,nosig,#EAEAEA
Luteimonas_sp__JM171,0.000223138,0.00019652,0.000194118,nosig,#EAEAEA
Luteimonas_sp__MC1750,0.000253692,0.000243892,0.000232365,nosig,#EAEAEA
Stenotrophomonas_sp__9,0.000353316,0.000567161,0.000232005,nosig,#EAEAEA
Stenotrophomonas_nitritireducens,0.000486914,0.000550277,0.000320099,nosig,#EAEAEA
Stenotrophomonas_geniculata,1.28207E-05,1.48264E-05,0.000012827,nosig,#EAEAEA
Stenotrophomonas_indicatrix,3.7638E-05,3.99987E-05,3.58565E-05,nosig,#EAEAEA
Stenotrophomonas_pavanii,7.06645E-05,7.40836E-05,6.67912E-05,nosig,#EAEAEA
Stenotrophomonas_acidaminiphila,0.000614136,0.00067391,0.000646112,nosig,#EAEAEA
Stenotrophomonas_rhizophila,0.000426519,0.00043691,0.000619928,nosig,#EAEAEA
Stenotrophomonas_sp__CW117,3.93206E-05,5.43903E-05,7.08294E-05,nosig,#EAEAEA
Stenotrophomonas_sp__pho,1.85742E-05,1.72801E-05,2.54846E-05,nosig,#EAEAEA
Stenotrophomonas_sp__G4,1.49531E-05,1.56676E-05,2.22696E-05,nosig,#EAEAEA
Stenotrophomonas_sp__SBJS02,1.32913E-05,9.98233E-06,1.82546E-05,nosig,#EAEAEA
Stenotrophomonas_sp__Pemsol,1.69572E-05,2.05916E-05,2.32962E-05,nosig,#EAEAEA
Stenotrophomonas_sp__PAMC25021,2.40561E-05,2.34121E-05,2.92504E-05,nosig,#EAEAEA
Stenotrophomonas_sp__ASS1,1.49322E-05,1.76668E-05,1.41818E-05,nosig,#EAEAEA
Stenotrophomonas_sp__MYb57,1.85161E-05,1.85941E-05,1.94863E-05,nosig,#EAEAEA
Stenotrophomonas_sp__NY11291,3.45428E-05,3.65631E-05,2.92324E-05,nosig,#EAEAEA
Stenotrophomonas_sp__DR822,1.91356E-05,2.14832E-05,2.19481E-05,nosig,#EAEAEA
Stenotrophomonas_sp__59,2.99133E-05,2.82518E-05,3.21613E-05,nosig,#EAEAEA
Stenotrophomonas_sp__LM091,5.34305E-05,5.08788E-05,6.24845E-05,nosig,#EAEAEA
Stenotrophomonas_sp__57,3.81795E-05,4.15101E-05,3.93745E-05,nosig,#EAEAEA
Stenotrophomonas_sp__NA06056,4.77642E-05,4.88449E-05,5.10488E-05,nosig,#EAEAEA
Stenotrophomonas_sp__704A1,0.000104637,0.000108373,0.000100305,nosig,#EAEAEA
Stenotrophomonas_sp__364,8.41412E-05,7.95067E-05,8.53114E-05,nosig,#EAEAEA
Stenotrophomonas_sp__169,0.000131058,0.000140695,0.000134268,nosig,#EAEAEA
Stenotrophomonas_sp__A5586,0.000141196,0.000150259,0.000278752,nosig,#EAEAEA
Stenotrophomonas_sp__610A2,0.000145678,0.000139016,0.000146792,nosig,#EAEAEA
Stenotrophomonas_sp__A5588,0.000184388,0.000488874,0.000428101,nosig,#EAEAEA
Stenotrophomonas_sp__SAU14A_NAIMI4_8,4.32497E-05,4.66685E-05,4.47386E-05,nosig,#EAEAEA
Stenotrophomonas_sp__YAU14A_MKIMI4_1,5.28074E-05,6.34914E-05,5.49708E-05,nosig,#EAEAEA
Stenotrophomonas_sp__YAU14D1_LEIMI4_1,4.64581E-05,5.52144E-05,4.36179E-05,nosig,#EAEAEA
Stenotrophomonas_sp__ZAC14D2_NAIMI4_6,4.39426E-05,5.30803E-05,4.05849E-05,nosig,#EAEAEA
Stenotrophomonas_sp__ZAC14A_NAIMI4_1,4.54698E-05,4.85089E-05,4.38199E-05,nosig,#EAEAEA
Stenotrophomonas_sp__ZAC14D2_NAIMI4_7,5.52193E-05,5.4664E-05,4.74977E-05,nosig,#EAEAEA
Stenotrophomonas_sp__SAU14A_NAIMI4_5,7.73627E-05,7.91269E-05,7.96922E-05,nosig,#EAEAEA
Stenotrophomonas_sp__ESTM1D_MKCIP4_1,7.54058E-05,8.85151E-05,8.28874E-05,nosig,#EAEAEA
